seq,ts,phase,model,status,prompt_tokens,completion_tokens,reasoning_tokens,reasoning_estimated,finish_reason,latency_ms,cost_usd
241,1788970457.7777548,A-think-on-default,nemotron-3-nano:30b,200,37,357,357,1,stop,38395.2,8.79e-05
242,1788970462.282339,A-think-on-default,nemotron-3-nano:30b,200,43,227,227,1,stop,35050.5,5.705999999999999e-05
243,1788970464.002632,A-think-on-default,nemotron-3-nano:30b,200,50,89,89,1,stop,15229.8,2.436e-05
244,1788970466.69262,A-think-on-default,nemotron-3-nano:30b,200,39,129,79,1,stop,15825.9,3.3299999999999996e-05
245,1788970471.4117918,A-think-on-default,nemotron-3-nano:30b,200,53,237,237,1,stop,13630.6,6.006e-05
246,1788970474.933752,A-think-on-default,nemotron-3-nano:30b,200,44,174,100,1,stop,12648.4,4.44e-05
247,1788970478.974816,A-think-on-default,nemotron-3-nano:30b,200,43,202,202,1,stop,14969.1,5.1059999999999996e-05
248,1788970481.6035788,A-think-on-default,nemotron-3-nano:30b,200,53,125,100,1,stop,14905.5,3.318e-05
249,1788970488.0457962,A-think-on-default,nemotron-3-nano:30b,200,50,330,306,1,stop,16630.9,8.22e-05
250,1788970490.163753,A-think-on-default,nemotron-3-nano:30b,200,36,100,38,1,stop,15226.9,2.616e-05
251,1788970493.590726,A-think-on-default,nemotron-3-nano:30b,200,50,168,124,1,stop,14613.2,4.332e-05
252,1788970496.274231,A-think-on-default,nemotron-3-nano:30b,200,42,129,57,1,stop,14667.6,3.348e-05
253,1788970500.634539,A-think-on-default,nemotron-3-nano:30b,200,44,219,157,1,stop,12584.5,5.519999999999999e-05
254,1788970503.290967,A-think-on-default,nemotron-3-nano:30b,200,46,127,73,1,stop,13123.7,3.324e-05
255,1788970505.201293,A-think-on-default,nemotron-3-nano:30b,200,48,99,64,1,stop,11606.0,2.6639999999999996e-05
256,1788970508.982574,A-think-on-default,nemotron-3-nano:30b,200,44,188,181,1,stop,12705.2,4.776e-05
257,1788970529.654567,A-think-on-default,nemotron-3-nano:30b,200,49,1093,1093,1,stop,29016.9,0.00026525999999999996
258,1788970535.3511271,A-think-on-default,nemotron-3-nano:30b,200,46,291,291,1,stop,32057.1,7.26e-05
259,1788970542.434648,A-think-on-default,nemotron-3-nano:30b,200,49,365,365,1,stop,37229.3,9.054e-05
260,1788970546.845875,A-think-on-default,nemotron-3-nano:30b,200,42,222,222,1,stop,37860.5,5.58e-05
261,1788970549.3299992,A-think-on-default,nemotron-3-nano:30b,200,45,117,85,1,stop,19671.7,3.078e-05
262,1788970554.3582861,A-think-on-default,nemotron-3-nano:30b,200,42,255,255,1,stop,19004.5,6.371999999999999e-05
263,1788970565.664195,A-think-on-default,nemotron-3-nano:30b,200,42,592,592,1,stop,23225.9,0.0001446
264,1788970571.00458,A-think-on-default,nemotron-3-nano:30b,200,45,271,262,1,stop,24155.7,6.774e-05
265,1788970574.026189,A-think-on-default,nemotron-3-nano:30b,200,41,159,109,1,stop,24692.6,4.062e-05
266,1788970583.1232991,A-think-on-default,nemotron-3-nano:30b,200,37,474,474,1,stop,28762.0,0.00011597999999999998
267,1788970585.5820959,A-think-on-default,nemotron-3-nano:30b,200,45,116,60,1,stop,19914.3,3.054e-05
268,1788970588.864929,A-think-on-default,nemotron-3-nano:30b,200,43,161,123,1,stop,17856.9,4.122e-05
269,1788970596.888258,A-think-on-default,nemotron-3-nano:30b,200,41,416,416,1,stop,22859.2,0.00010229999999999999
270,1788970599.729805,A-think-on-default,nemotron-3-nano:30b,200,40,138,90,1,stop,16603.4,3.552e-05
271,1788970634.18785,A-think-on-default,nemotron-3-nano:30b,200,45,1830,1830,1,stop,48599.6,0.00044189999999999995
272,1788970638.301444,A-think-on-default,nemotron-3-nano:30b,200,49,205,203,1,stop,49433.5,5.213999999999999e-05
273,1788970640.3765361,A-think-on-default,nemotron-3-nano:30b,200,48,108,67,1,stop,43485.0,2.88e-05
274,1788970643.717791,A-think-on-default,nemotron-3-nano:30b,200,41,164,77,1,stop,43985.4,4.182e-05
275,1788970646.0721438,A-think-on-default,nemotron-3-nano:30b,200,43,111,39,1,stop,11881.3,2.9219999999999998e-05
276,1788970658.74559,A-think-on-default,nemotron-3-nano:30b,200,48,677,677,1,stop,20440.8,0.00016535999999999998
277,1788970661.195713,A-think-on-default,nemotron-3-nano:30b,200,49,115,51,1,stop,20816.0,3.054e-05
278,1788970663.755808,A-think-on-default,nemotron-3-nano:30b,200,41,123,107,1,stop,20035.0,3.198e-05
279,1788970674.1110148,A-think-on-default,nemotron-3-nano:30b,200,50,540,540,1,stop,28036.2,0.0001326
280,1788970677.5245361,A-think-on-default,nemotron-3-nano:30b,200,35,171,112,1,stop,18775.5,4.3140000000000004e-05
281,1788970691.659126,A-think-on-default,nemotron-3-nano:30b,200,38,744,744,1,stop,30459.4,0.00018084
282,1788970694.196803,A-think-on-default,nemotron-3-nano:30b,200,44,121,43,1,stop,30436.7,3.168e-05
283,1788970700.453799,A-think-on-default,nemotron-3-nano:30b,200,45,321,321,1,stop,26339.1,7.973999999999999e-05
284,1788970720.139606,A-think-on-default,nemotron-3-nano:30b,200,48,1040,1040,1,stop,42612.1,0.00025247999999999997
285,1788970731.6485991,A-think-on-default,nemotron-3-nano:30b,200,39,603,495,1,stop,39986.4,0.00014706
286,1788970734.913609,A-think-on-default,nemotron-3-nano:30b,200,43,160,138,1,stop,40713.6,4.098e-05
287,1788970736.677324,A-think-on-default,nemotron-3-nano:30b,200,38,80,57,1,stop,36220.2,2.148e-05
288,1788970743.1963022,A-think-on-default,nemotron-3-nano:30b,200,37,336,333,1,stop,23053.0,8.286e-05
289,1788970755.795319,A-think-on-default,nemotron-3-nano:30b,200,41,661,661,1,stop,24142.8,0.00016109999999999999
290,1788970759.0001578,A-think-on-default,nemotron-3-nano:30b,200,45,157,95,1,stop,24083.3,4.038e-05
291,1788970761.686065,A-think-on-default,nemotron-3-nano:30b,200,41,129,91,1,stop,25005.4,3.3419999999999995e-05
292,1788970764.8727949,A-think-on-default,nemotron-3-nano:30b,200,46,156,120,1,stop,21673.3,4.0199999999999995e-05
293,1788970769.0672462,A-think-on-default,nemotron-3-nano:30b,200,48,222,215,1,stop,13269.4,5.6160000000000004e-05
294,1788970771.428393,A-think-on-default,nemotron-3-nano:30b,200,41,123,76,1,stop,12425.2,3.198e-05
295,1788970788.506279,A-think-on-default,nemotron-3-nano:30b,200,44,900,900,1,stop,26817.1,0.00021863999999999998
296,1788970790.509257,A-think-on-default,nemotron-3-nano:30b,200,44,92,20,1,stop,25633.2,2.472e-05
297,1788970799.141303,A-think-on-default,nemotron-3-nano:30b,200,42,449,449,1,stop,30070.8,0.00011027999999999998
298,1788970806.720025,A-think-on-default,nemotron-3-nano:30b,200,44,404,386,1,stop,35288.2,9.96e-05
299,1788970811.614078,A-think-on-default,nemotron-3-nano:30b,200,46,247,203,1,stop,23104.0,6.204e-05
300,1788970830.181705,A-think-on-default,nemotron-3-nano:30b,200,45,980,980,1,stop,39666.2,0.00023789999999999998
301,1788970833.9887831,A-think-on-default,nemotron-3-nano:30b,200,40,190,86,1,stop,34844.2,4.8e-05
302,1788970839.659668,A-think-on-default,nemotron-3-nano:30b,200,49,289,289,1,stop,32936.5,7.23e-05
303,1788970850.011633,A-think-on-default,nemotron-3-nano:30b,200,43,540,540,1,stop,38394.3,0.00013218
304,1788970857.7987998,A-think-on-default,nemotron-3-nano:30b,200,53,402,402,1,stop,27612.7,9.965999999999999e-05
305,1788970860.774252,A-think-on-default,nemotron-3-nano:30b,200,39,145,88,1,stop,26782.2,3.714e-05
306,1788970866.138078,A-think-on-default,nemotron-3-nano:30b,200,39,285,256,1,stop,26474.7,7.073999999999999e-05
307,1788970869.10146,A-think-on-default,nemotron-3-nano:30b,200,48,143,81,1,stop,19086.2,3.72e-05
308,1788970875.2879171,A-think-on-default,nemotron-3-nano:30b,200,46,317,317,1,stop,17485.8,7.884e-05
309,1788970877.751464,A-think-on-default,nemotron-3-nano:30b,200,44,117,18,1,stop,16973.9,3.072e-05
310,1788970881.092166,A-think-on-default,nemotron-3-nano:30b,200,38,165,143,1,stop,14950.8,4.1880000000000006e-05
311,1788970884.204003,A-think-on-default,nemotron-3-nano:30b,200,44,152,114,1,stop,15099.3,3.912e-05
312,1788970894.573938,A-think-on-default,nemotron-3-nano:30b,200,43,541,541,1,stop,19281.6,0.00013242
313,1788970899.677597,A-think-on-default,nemotron-3-nano:30b,200,42,259,212,1,stop,21923.4,6.468e-05
314,1788970910.285679,A-think-on-default,nemotron-3-nano:30b,200,43,566,566,1,stop,29190.2,0.00013842000000000002
315,1788970912.884927,A-think-on-default,nemotron-3-nano:30b,200,42,124,24,1,stop,28677.6,3.228e-05
316,1788970932.757867,A-think-on-default,nemotron-3-nano:30b,200,37,1052,1052,1,stop,38180.6,0.0002547
317,1788970936.5949922,A-think-on-default,nemotron-3-nano:30b,200,38,192,157,1,stop,36914.8,4.836e-05
318,1788970939.880613,A-think-on-default,nemotron-3-nano:30b,200,46,161,138,1,stop,29591.1,4.14e-05
319,1788970943.271297,A-think-on-default,nemotron-3-nano:30b,200,42,167,102,1,stop,30383.2,4.26e-05
320,1788970946.253224,A-think-on-default,nemotron-3-nano:30b,200,46,144,78,1,stop,13490.8,3.732e-05
321,1788970951.781325,A-think-on-default,nemotron-3-nano:30b,200,42,281,281,1,stop,15183.1,6.995999999999999e-05
322,1788970958.010771,A-think-on-default,nemotron-3-nano:30b,200,45,319,281,1,stop,18125.6,7.926000000000001e-05
323,1788970960.7721221,A-think-on-default,nemotron-3-nano:30b,200,41,145,70,1,stop,17497.5,3.726e-05
324,1788970962.996228,A-think-on-default,nemotron-3-nano:30b,200,37,105,49,1,stop,16740.0,2.742e-05
325,1788970968.153746,A-think-on-default,nemotron-3-nano:30b,200,45,273,273,1,stop,16369.2,6.822e-05
326,1788970971.304213,A-think-on-default,nemotron-3-nano:30b,200,46,153,78,1,stop,13290.3,3.9479999999999995e-05
327,1788970985.165746,A-think-on-default,nemotron-3-nano:30b,200,35,732,690,1,stop,24390.5,0.00017778
328,1788971060.602544,A-think-on-default,nemotron-3-nano:30b,200,42,4000,4000,1,length,97598.5,0.00096252
329,1788971071.799754,A-think-on-default,nemotron-3-nano:30b,200,39,586,554,1,stop,103642.0,0.00014298
330,1788971076.2724779,A-think-on-default,nemotron-3-nano:30b,200,43,225,137,1,stop,104965.1,5.658e-05
331,1788971079.2376618,A-think-on-default,nemotron-3-nano:30b,200,45,144,49,1,stop,94067.8,3.7260000000000006e-05
332,1788971084.028727,A-think-on-default,nemotron-3-nano:30b,200,49,254,231,1,stop,23421.0,6.39e-05
333,1788971085.61536,A-think-on-default,nemotron-3-nano:30b,200,53,69,18,1,stop,13812.0,1.9739999999999997e-05
334,1788971088.5015318,A-think-on-default,nemotron-3-nano:30b,200,45,140,86,1,stop,12225.8,3.63e-05
335,1788971091.021631,A-think-on-default,nemotron-3-nano:30b,200,38,121,21,1,stop,11780.7,3.132e-05
336,1788971095.823379,A-think-on-default,nemotron-3-nano:30b,200,43,243,243,1,stop,11791.3,6.0899999999999996e-05
337,1788971134.9303439,A-think-on-default,nemotron-3-nano:30b,200,44,2078,2078,1,stop,49310.4,0.00050136
338,1788971137.248551,A-think-on-default,nemotron-3-nano:30b,200,44,122,18,1,stop,48743.6,3.192e-05
339,1788971140.775502,A-think-on-default,nemotron-3-nano:30b,200,45,174,163,1,stop,49750.6,4.446e-05
340,1788971169.334849,A-think-on-default,nemotron-3-nano:30b,200,39,1517,1517,1,stop,73508.4,0.00036641999999999995
341,1788971173.47002,A-think-on-default,nemotron-3-nano:30b,200,49,206,139,1,stop,38536.3,5.2379999999999997e-05
342,1788971175.6271849,A-think-on-default,nemotron-3-nano:30b,200,43,101,76,1,stop,38375.5,2.682e-05
343,1788971179.050448,A-think-on-default,nemotron-3-nano:30b,200,38,170,135,1,stop,38271.7,4.308e-05
344,1788971181.3839638,A-think-on-default,nemotron-3-nano:30b,200,48,122,61,1,stop,12045.2,3.216e-05
345,1788971183.896981,A-think-on-default,nemotron-3-nano:30b,200,42,120,15,1,stop,10423.7,3.132e-05
346,1788971186.765926,A-think-on-default,nemotron-3-nano:30b,200,37,151,144,1,stop,11135.7,3.846e-05
347,1788971191.3106282,A-think-on-default,nemotron-3-nano:30b,200,42,229,196,1,stop,12256.2,5.7480000000000005e-05
348,1788971193.867618,A-think-on-default,nemotron-3-nano:30b,200,42,122,26,1,stop,12480.4,3.18e-05
349,1788971198.135455,A-think-on-default,nemotron-3-nano:30b,200,42,214,214,1,stop,14234.1,5.3880000000000006e-05
350,1788971273.4206378,A-think-on-default,nemotron-3-nano:30b,200,35,4000,4000,1,length,86647.4,0.0009621
351,1788971275.8937259,A-think-on-default,nemotron-3-nano:30b,200,41,118,81,1,stop,84579.6,3.078e-05
352,1788971278.173704,A-think-on-default,nemotron-3-nano:30b,200,34,110,40,1,stop,84302.6,2.844e-05
353,1788971284.980715,A-think-on-default,nemotron-3-nano:30b,200,46,350,350,1,stop,86841.8,8.676e-05
354,1788971287.920165,A-think-on-default,nemotron-3-nano:30b,200,38,143,130,1,stop,14496.1,3.66e-05
355,1788971290.069761,A-think-on-default,nemotron-3-nano:30b,200,40,101,69,1,stop,14172.9,2.6639999999999996e-05
356,1788971292.2014,A-think-on-default,nemotron-3-nano:30b,200,45,99,21,1,stop,14024.0,2.6459999999999997e-05
357,1788971295.8087301,A-think-on-default,nemotron-3-nano:30b,200,48,178,112,1,stop,10822.8,4.5600000000000004e-05
358,1788971298.390372,A-think-on-default,nemotron-3-nano:30b,200,48,123,45,1,stop,10466.9,3.24e-05
359,1788971302.48024,A-think-on-default,nemotron-3-nano:30b,200,41,205,159,1,stop,12407.2,5.166e-05
360,1788971309.45033,A-think-on-default,nemotron-3-nano:30b,200,38,359,325,1,stop,17245.8,8.844e-05
361,1788971317.7829819,A-think-on-default,nemotron-3-nano:30b,200,46,432,432,1,stop,21971.6,0.00010644
362,1788971323.8463922,A-think-on-default,nemotron-3-nano:30b,200,45,310,249,1,stop,25452.7,7.709999999999999e-05
363,1788971384.4529421,A-think-on-default,nemotron-3-nano:30b,200,49,3217,3217,1,stop,81966.6,0.00077502
364,1788971392.089322,A-think-on-default,nemotron-3-nano:30b,200,46,395,395,1,stop,82635.4,9.756000000000001e-05
365,1788971394.569451,A-think-on-default,nemotron-3-nano:30b,200,41,118,62,1,stop,76783.2,3.078e-05
366,1788971397.210859,A-think-on-default,nemotron-3-nano:30b,200,41,127,39,1,stop,73361.1,3.294e-05
367,1788971404.015531,A-think-on-default,nemotron-3-nano:30b,200,40,351,330,1,stop,19559.4,8.664e-05
368,1788971405.956618,A-think-on-default,nemotron-3-nano:30b,200,41,89,29,1,stop,13864.0,2.382e-05
369,1788971408.349129,A-think-on-default,nemotron-3-nano:30b,200,44,113,95,1,stop,13776.4,2.976e-05
370,1788971411.167239,A-think-on-default,nemotron-3-nano:30b,200,48,136,93,1,stop,13953.0,3.5520000000000006e-05
371,1788971414.755855,A-think-on-default,nemotron-3-nano:30b,200,40,178,178,1,stop,10737.0,4.5119999999999995e-05
372,1788971417.9593349,A-think-on-default,nemotron-3-nano:30b,200,49,156,91,1,stop,11999.2,4.0379999999999996e-05
373,1788971422.508516,A-think-on-default,nemotron-3-nano:30b,200,45,229,215,1,stop,14156.3,5.766000000000001e-05
374,1788971426.394667,A-think-on-default,nemotron-3-nano:30b,200,38,194,194,1,stop,15224.6,4.883999999999999e-05
375,1788971431.61315,A-think-on-default,nemotron-3-nano:30b,200,43,265,265,1,stop,16853.9,6.617999999999999e-05
376,1788971436.862048,A-think-on-default,nemotron-3-nano:30b,200,49,266,266,1,stop,18899.6,6.678000000000001e-05
377,1788971442.1299,A-think-on-default,nemotron-3-nano:30b,200,35,271,271,1,stop,19618.3,6.713999999999998e-05
378,1788971445.42359,A-think-on-default,nemotron-3-nano:30b,200,46,161,86,1,stop,19024.3,4.14e-05
379,1788971451.709418,A-think-on-default,nemotron-3-nano:30b,200,44,322,322,1,stop,20093.0,7.992000000000001e-05
380,1788971455.944296,A-think-on-default,nemotron-3-nano:30b,200,45,225,225,1,stop,19078.9,5.67e-05
381,1788971468.838658,A-think-on-default,nemotron-3-nano:30b,200,44,689,689,1,stop,26705.6,0.00016799999999999996
382,1788971472.115912,A-think-on-default,nemotron-3-nano:30b,200,36,161,109,1,stop,26688.8,4.0799999999999996e-05
383,1788971493.863799,A-think-on-default,nemotron-3-nano:30b,200,39,1126,1126,1,stop,42151.4,0.00027257999999999997
384,1788971524.1332219,A-think-on-default,nemotron-3-nano:30b,200,43,1599,1599,1,stop,68183.5,0.00038634
385,1788971536.83742,A-think-on-default,nemotron-3-nano:30b,200,43,676,676,1,stop,67995.2,0.00016481999999999998
386,1788971550.874635,A-think-on-default,nemotron-3-nano:30b,200,45,749,749,1,stop,78755.4,0.00018245999999999998
387,1788971553.5756218,A-think-on-default,nemotron-3-nano:30b,200,38,133,71,1,stop,59704.6,3.42e-05
388,1788971557.729603,A-think-on-default,nemotron-3-nano:30b,200,42,223,223,1,stop,33591.8,5.604e-05
389,1788971560.526648,A-think-on-default,nemotron-3-nano:30b,200,42,137,77,1,stop,23685.7,3.54e-05
390,1788971562.925622,A-think-on-default,nemotron-3-nano:30b,200,38,116,79,1,stop,12047.8,3.012e-05
391,1788971566.5923378,A-think-on-default,nemotron-3-nano:30b,200,41,185,105,1,stop,13013.3,4.686e-05
392,1788971569.880069,A-think-on-default,nemotron-3-nano:30b,200,48,176,174,1,stop,12147.3,4.5119999999999995e-05
393,1788971574.034805,A-think-on-default,nemotron-3-nano:30b,200,43,211,150,1,stop,13504.8,5.322e-05
394,1788971582.399234,A-think-on-default,nemotron-3-nano:30b,200,45,440,440,1,stop,19470.2,0.0001083
395,1788971586.0367339,A-think-on-default,nemotron-3-nano:30b,200,39,184,184,1,stop,19439.7,4.65e-05
396,1788971616.545793,A-think-on-default,nemotron-3-nano:30b,200,49,1644,1644,1,stop,46661.7,0.0003975
397,1788971619.0906172,A-think-on-default,nemotron-3-nano:30b,200,39,124,61,1,stop,45052.4,3.2099999999999994e-05
398,1788971622.1297421,A-think-on-default,nemotron-3-nano:30b,200,34,154,88,1,stop,39726.4,3.9e-05
399,1788971625.6746051,A-think-on-default,nemotron-3-nano:30b,200,43,178,156,1,stop,39634.4,4.5299999999999997e-05
400,1788971630.201281,A-think-on-default,nemotron-3-nano:30b,200,42,232,176,1,stop,13652.4,5.8200000000000005e-05
401,1788971634.22223,A-think-on-default,nemotron-3-nano:30b,200,43,204,164,1,stop,15128.2,5.154e-05
402,1788971642.718543,A-think-on-default,nemotron-3-nano:30b,200,38,449,449,1,stop,20585.6,0.00011004
403,1788971645.645816,A-think-on-default,nemotron-3-nano:30b,200,41,145,102,1,stop,19968.4,3.726e-05
404,1788971648.028357,A-think-on-default,nemotron-3-nano:30b,200,49,114,81,1,stop,17822.9,3.03e-05
405,1788971657.8338282,A-think-on-default,nemotron-3-nano:30b,200,37,520,520,1,stop,23608.2,0.00012702
406,1788971664.115478,A-think-on-default,nemotron-3-nano:30b,200,46,327,327,1,stop,21393.9,8.124000000000002e-05
407,1788971726.1323469,A-think-on-default,nemotron-3-nano:30b,200,41,3345,3345,1,stop,80480.2,0.00080526
408,1788971744.3053162,A-think-on-default,nemotron-3-nano:30b,200,45,975,975,1,stop,96274.0,0.00023669999999999998
409,1788971752.486387,A-think-on-default,nemotron-3-nano:30b,200,49,430,395,1,stop,94649.2,0.00010614
410,1788971755.144976,A-think-on-default,nemotron-3-nano:30b,200,53,129,98,1,stop,91025.9,3.414e-05
411,1788971759.7412639,A-think-on-default,nemotron-3-nano:30b,200,49,235,235,1,stop,33605.5,5.934e-05
412,1788971768.5971708,A-think-on-default,nemotron-3-nano:30b,200,39,468,468,1,stop,24288.0,0.00011466
413,1788971788.5571818,A-think-on-default,nemotron-3-nano:30b,200,45,1071,1071,1,stop,36065.1,0.00025973999999999995
414,1788971795.154308,A-think-on-default,nemotron-3-nano:30b,200,44,345,345,1,stop,40006.1,8.544e-05
415,1788971798.51999,A-think-on-default,nemotron-3-nano:30b,200,45,168,93,1,stop,38775.1,4.3020000000000005e-05
416,1788971807.997466,A-think-on-default,nemotron-3-nano:30b,200,49,501,501,1,stop,39396.7,0.00012318
417,1788971816.446549,A-think-on-default,nemotron-3-nano:30b,200,39,447,447,1,stop,27886.0,0.00010962000000000001
418,1788971891.556512,A-think-on-default,nemotron-3-nano:30b,200,43,3987,3987,1,stop,96396.4,0.0009594600000000001
419,1788971895.632482,A-think-on-default,nemotron-3-nano:30b,200,41,204,102,1,stop,97108.9,5.142e-05
420,1788971899.032594,A-think-on-default,nemotron-3-nano:30b,200,39,168,168,1,stop,91031.7,4.2659999999999995e-05
421,1788971902.42676,A-think-on-default,nemotron-3-nano:30b,200,39,168,114,1,stop,85976.2,4.2659999999999995e-05
422,1788971905.478747,A-think-on-default,nemotron-3-nano:30b,200,40,149,147,1,stop,13918.6,3.8159999999999994e-05
